Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR3278498,2017-12-31 00:00:15,2016-03-31 13:20:52,226479,56846229,0,251,39,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3278498/SRR3278498.1,SRX1652951,811LK60,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262163,SAMN04212028,simple,496922,coral metagenome,811LK60,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,23C5F95DB5E8A99CE85FBD93BDD4B29C,916FBBCD26B873043F800FBBC04348C2
SRR3278497,2017-12-31 00:00:15,2016-03-31 13:19:42,332192,83380192,0,251,58,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3278497/SRR3278497.1,SRX1652950,811LK62,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262168,SAMN04212029,simple,496922,coral metagenome,811LK62,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,7B8902E7AC30B67C119CA475BC3083CB,57BAD7B35881915B776B0D2918B8B5F5
SRR3278496,2017-12-31 00:00:15,2016-03-31 13:15:25,243512,61121512,0,251,42,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3278496/SRR3278496.1,SRX1652949,811LK62H2O,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262178,SAMN04212030,simple,496922,coral metagenome,811LK62H2O,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,61343D0B74FC214A409F17AB5149F9D5,840718B0CDF45908A75F10E433D59E94
SRR3278495,2017-12-31 00:00:15,2016-03-31 13:15:27,226744,56912744,0,251,39,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3278495/SRR3278495.1,SRX1652948,811LK64,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262180,SAMN04212031,simple,496922,coral metagenome,811LK64,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,992525EC1C7D384B412838F7435EEAB8,2BDAA8629A5F20F35E1331724F56A1E4
SRR3278494,2017-12-31 00:00:15,2016-03-31 13:14:30,160037,40169287,0,251,28,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3278494/SRR3278494.1,SRX1652947,811LK64H2O,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262183,SAMN04212032,simple,496922,coral metagenome,811LK64H2O,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,1724BF50B55EFEE7A7EF99FF8A6679B1,12D8337AA184074C3BAAFD177A66B778
SRR3278493,2017-12-31 00:00:15,2016-03-31 13:14:56,166002,41666502,0,251,29,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3278493/SRR3278493.1,SRX1652946,811LK66,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262182,SAMN04212033,simple,496922,coral metagenome,811LK66,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,E71F0246AE9A4FC8D096BF9CA7A4910E,34A4B5683141A0F72F7D0E2F8EB405E0
SRR3278492,2017-12-31 00:00:15,2016-03-31 13:14:01,204735,51388485,0,251,35,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3278492/SRR3278492.1,SRX1652945,811LK68,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262184,SAMN04212034,simple,496922,coral metagenome,811LK68,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,9440BEA7EC8E5F97D4B5E9D9E7D1590F,D6567FC4CDB02898FD66EFC9D1766EF4
SRR3278491,2017-12-31 00:00:15,2016-03-31 13:12:36,138621,34793871,0,251,24,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3278491/SRR3278491.1,SRX1652944,811LK68H2O,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262186,SAMN04212035,simple,496922,coral metagenome,811LK68H2O,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,7D774ECA8147F217554D14FFEDDA2BEA,D2D6295C246D89DE7ACE56BA694EF3D2
SRR3278551,2017-12-31 00:00:16,2016-03-31 13:41:03,141469,35508719,0,251,24,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3278551/SRR3278551.1,SRX1653004,811LK69pox,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262188,SAMN04212037,simple,496922,coral metagenome,811LK69pox,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,D05097D37F7FCB5CFB1C176A5E455DD1,B8AE5150E8A4B6AB413C33D32928598A
SRR3278550,2017-12-31 00:00:16,2016-03-31 13:45:03,130129,32662379,0,251,22,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3278550/SRR3278550.1,SRX1653003,811LK71,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262190,SAMN04212038,simple,496922,coral metagenome,811LK71,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,B77DCE4E06491F9A7D4A6F654410E2BB,6131362135289298E099903D246DA5E7
SRR3278549,2017-12-31 00:00:16,2016-03-31 13:39:33,27725,6958975,0,251,4,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3278549/SRR3278549.1,SRX1653002,811LK71H2O,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262189,SAMN04212039,simple,496922,coral metagenome,811LK71H2O,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,EB77DB9B222AB36DC50C11600404F2CD,0CC2BDE5C59AFAA23309F3F1BCE2712C
SRR3278545,2017-12-31 00:00:16,2016-03-31 13:39:36,74609,18726859,0,251,13,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3278545/SRR3278545.1,SRX1652998,811LK71pox,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262192,SAMN04212040,simple,496922,coral metagenome,811LK71pox,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,E793A3DDF6DE7AEA6D14A5E67AA43875,24D709204ED4EAFE7DDE065EBFF7D547
SRR3278534,2017-12-31 00:00:16,2016-03-31 13:39:36,123279,30943029,0,251,21,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3278534/SRR3278534.1,SRX1652987,812LK24,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262191,SAMN04212041,simple,496922,coral metagenome,812LK24,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,3AD0E6A51CD5E862A650E1A139102B74,4469B7B452F89BDE6D38515313BB2225
SRR3278522,2017-12-31 00:00:16,2016-03-31 13:35:09,183770,46126270,0,251,32,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3278522/SRR3278522.1,SRX1652976,812LK24pox,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262194,SAMN04212042,simple,496922,coral metagenome,812LK24pox,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,F1A77F6C8072179EC5E12BFA0793A4DE,CBB1CAC067ED60AA00CFE773FD139A5D
SRR3278511,2017-12-31 00:00:16,2016-03-31 13:19:51,74516,18703516,0,251,13,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3278511/SRR3278511.1,SRX1652964,812LK62,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262193,SAMN04212043,simple,496922,coral metagenome,812LK62,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,E85619D387AF15F017E20EBAAF13A675,4F9EBD6CE10A9F5ED240F4CA89ED483C
SRR3278500,2017-12-31 00:00:15,2016-03-31 13:19:03,161208,40463208,0,251,28,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3278500/SRR3278500.1,SRX1652953,812LK62pox,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262195,SAMN04212044,simple,496922,coral metagenome,812LK62pox,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA391642,,public,10CFD6CA5250F30189944A711D506987,87093E611FB592793AAA9706D3B8756E

Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR3125077,2017-01-14 00:00:00,2016-01-27 15:29:07,128535,32262285,0,251,22,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3125077/SRR3125077.1,SRX1544960,,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262108,SAMN04211990,simple,496922,coral metagenome,212LK64,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA334709,,public,FF536FE3BD06316DEA6974B087CDAC8F,A6440F9772E883DA9C4E15D00DADE657
SRR3125075,2017-01-14 00:00:00,2016-01-27 15:26:58,229775,57673525,0,251,40,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3125075/SRR3125075.1,SRX1544961,,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262107,SAMN04211991,simple,496922,coral metagenome,212LK68,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA334709,,public,AF398C40269F855F865D0C6EBBE5619D,C77751A0055ACDD1DBAD048CDCC61926
SRR3125078,2017-01-14 00:00:00,2016-01-27 15:30:41,203500,51078500,0,251,35,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3125078/SRR3125078.1,SRX1544962,,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262109,SAMN04211992,simple,496922,coral metagenome,212LK71,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA334709,,public,A09847556780050B6A56C24F722EBA4F,F680B3E0BA23B355CEFA9EDF2FC42498
SRR3125079,2017-01-14 00:00:00,2016-01-27 15:32:44,199053,49962303,0,251,34,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3125079/SRR3125079.1,SRX1544963,,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262111,SAMN04211993,simple,496922,coral metagenome,213LK24,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA334709,,public,E849352EBE63CD5F8295E7AFE596ABA0,D47A576025384244BE5D5C8C7EEB4D23
SRR3125081,2017-01-14 00:00:00,2016-01-27 15:32:52,135979,34130729,0,251,23,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3125081/SRR3125081.1,SRX1544972,,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262112,SAMN04211994,simple,496922,coral metagenome,213LK29,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA334709,,public,DC19794676BAD9A9E8A8066CA6BD085F,0E5C3B265C1AA4846465FFF4F79759DE
SRR3125084,2017-01-14 00:00:00,2016-01-27 15:34:42,140685,35311935,0,251,24,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3125084/SRR3125084.1,SRX1544973,,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262114,SAMN04211995,simple,496922,coral metagenome,213LK29H2O,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA334709,,public,709E09061E9A893ACB3FEE4D138D305E,A31F21DCD221F71E6C87D2A93713CD29
SRR3125083,2017-01-14 00:00:00,2016-01-27 15:32:44,298254,74861754,0,251,52,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3125083/SRR3125083.1,SRX1544974,,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262113,SAMN04211996,simple,496922,coral metagenome,213LK30,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA334709,,public,01075A76E6DA05F3CD39631A8E2A420A,05F788F30B2056F2A1EB7B1B3071F856
SRR3125086,2017-01-14 00:00:00,2016-01-27 15:36:44,203150,50990650,0,251,35,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3125086/SRR3125086.1,SRX1544975,,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262117,SAMN04211997,simple,496922,coral metagenome,213LK57,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA334709,,public,5FAC3A756F787DBEA4462B09D1BF82E6,ADD67A68B6D406120FAD2F9E7DF61B93
SRR3125085,2017-01-14 00:00:00,2016-01-27 15:34:42,168110,42195610,0,251,29,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3125085/SRR3125085.1,SRX1544982,,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262115,SAMN04211998,simple,496922,coral metagenome,213LK60,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA334709,,public,7EFEFDBB603ACF517B65631B58262698,3CA6FC469B472D3BE2E6026A00C2DA49
SRR3125090,2017-01-14 00:00:00,2016-01-27 15:36:41,181047,45442797,0,251,31,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3125090/SRR3125090.1,SRX1544990,,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262119,SAMN04211999,simple,496922,coral metagenome,213LK62,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA334709,,public,0E3258242E3647A1D585DD6657305C97,C7FB0228048C3A7A5A29B87E6A969E7C
SRR3125088,2017-01-14 00:00:00,2016-01-27 15:36:42,157737,39591987,0,251,27,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3125088/SRR3125088.1,SRX1544991,,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262118,SAMN04212000,simple,496922,coral metagenome,213LK64,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA334709,,public,354F94119FC22E297A6FC214278378EB,9C416F2D5906BA75202C60F9970B653E
SRR3125092,2017-01-14 00:00:00,2016-01-27 15:38:43,164027,41170777,0,251,28,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3125092/SRR3125092.1,SRX1545012,,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262132,SAMN04212001,simple,496922,coral metagenome,213LK68,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA334709,,public,9B683C35855D7E47C680A188F6835095,9D5B2E0B126B1B88F24A48B48FC6FE4C
SRR3125091,2017-01-14 00:00:00,2016-01-27 15:38:41,101452,25464452,0,251,17,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3125091/SRR3125091.1,SRX1545013,,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262131,SAMN04212002,simple,496922,coral metagenome,213LK68H2O,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA334709,,public,B3F7B994D873D113E32F48C074F1C289,829E527D0413AFF05DFEBAAFE0C15DC0
SRR3125095,2017-01-14 00:00:00,2016-01-27 15:40:44,163543,41049293,0,251,28,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3125095/SRR3125095.1,SRX1545028,,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262137,SAMN04212003,simple,496922,coral metagenome,213LK71,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA334709,,public,2450370236C1353D092CF225B4C09423,F268F78AB44C5E540399E525BBD9DC90
SRR3125093,2017-01-14 00:00:00,2016-01-27 15:40:41,197674,49616174,0,251,34,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3125093/SRR3125093.1,SRX1545029,,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262136,SAMN04212004,simple,496922,coral metagenome,213LK71H2O,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA334709,,public,8FC93E05A74E85CEC47576603BDE3703,01ACCDD399643BD4C20A2BDE82DAA29D
SRR3125097,2017-01-14 00:00:00,2016-01-27 15:41:44,158109,39685359,0,251,27,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3125097/SRR3125097.1,SRX1545030,,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262139,SAMN04212005,simple,496922,coral metagenome,713LK30,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA334709,,public,2524D6411EA2C155A51C7FF56F18F98C,2C5FDA3F65785B90BE018F67A1018F97
SRR3125096,2017-01-14 00:00:00,2016-01-27 15:41:38,118936,29852936,0,251,20,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3125096/SRR3125096.1,SRX1545031,,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262138,SAMN04212006,simple,496922,coral metagenome,713LK30H2O,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA334709,,public,8B0AB938A43E2D6B1F3957A53B8F20C1,A5420B14C7CD81CDAA78FC9F2ED900F3
SRR3125098,2017-01-14 00:00:00,2016-01-27 15:42:45,167009,41919259,0,251,29,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3125098/SRR3125098.1,SRX1545032,,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262140,SAMN04212007,simple,496922,coral metagenome,713LK30pox,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA334709,,public,95AEFD654ED73638DAF72820BE6B234D,86A4C03A9504A7EC087BD1A0D0DD4776
SRR3125140,2017-01-14 00:00:00,2016-01-28 02:49:39,180910,45408410,0,251,31,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3125140/SRR3125140.1,SRX1545033,,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262142,SAMN04212008,simple,496922,coral metagenome,713LK57,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA334709,,public,7F88B4C015BFFC0F2105EE0833F57839,D6D6DED9A668D5990458E5C088B6210D
SRR3125100,2017-01-14 00:00:00,2016-01-27 15:43:28,10782,2706282,0,251,1,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3125100/SRR3125100.1,SRX1545034,,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262141,SAMN04212009,simple,496922,coral metagenome,713LK57H2O,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA334709,,public,F4C7C82F4CBF14A9FD879A69FE2B2F61,D4793D54136ADA43F955E6AE386EB863
SRR3125141,2017-01-14 00:00:00,2016-01-28 02:49:35,192244,48253244,0,251,33,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3125141/SRR3125141.1,SRX1545035,,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262143,SAMN04212010,simple,496922,coral metagenome,713LK57pox,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA334709,,public,A889E3646ACAFF6B12BE09D5709BE60D,A5119BE371A62367B7BDCE7545FB29FC
SRR3125142,2017-01-14 00:00:00,2016-01-28 02:49:38,285652,71698652,0,251,50,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3125142/SRR3125142.1,SRX1545043,,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262145,SAMN04212011,simple,496922,coral metagenome,713LK60,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA334709,,public,5A8DD48E9C15DD54D7A3616E954A9301,62127458737FB1B080518B7BC237598C
SRR3125147,2017-01-14 00:00:00,2016-01-28 02:48:39,169555,42558305,0,251,29,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3125147/SRR3125147.1,SRX1545044,,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262151,SAMN04212012,simple,496922,coral metagenome,713LK60H2O,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA334709,,public,CA851C86E7A55770CA9F994BA194A021,67DA64D5CA3FABAE041478605E3DEDC4
SRR3125145,2017-01-14 00:00:00,2016-01-28 02:48:39,209074,52477574,0,251,36,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3125145/SRR3125145.1,SRX1545050,,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262148,SAMN04212013,simple,496922,coral metagenome,713LK60pox,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA334709,,public,920459CDCE8688D56BC3E6D793E0241E,792E1986973A06F6AAA2301D28F9DD99
SRR3125144,2017-01-14 00:00:00,2016-01-28 02:48:45,193209,48495459,0,251,33,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3125144/SRR3125144.1,SRX1545051,,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262147,SAMN04212014,simple,496922,coral metagenome,713LK64,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA334709,,public,8EDB1AD7B2F05AD437FF562F8CFF5A87,DF8EC59EB66715845EFC7B69E9806D4E
SRR3125143,2017-01-14 00:00:00,2016-01-28 02:48:45,198040,49708040,0,251,34,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3125143/SRR3125143.1,SRX1545052,,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262146,SAMN04212015,simple,496922,coral metagenome,713LK64H2O,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA334709,,public,EBC4E02ED24D01BDF15F053AA11E04FA,F60EF1277A13972964255503C96F533C
SRR3125146,2017-01-14 00:00:00,2016-01-28 02:48:39,236480,59356480,0,251,42,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR3125146/SRR3125146.1,SRX1545053,,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262150,SAMN04212016,simple,496922,coral metagenome,713LK64pox,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA334709,,public,52B2D78C73BF26BC19848992A0898365,B24659433F2E48AAD101E0F6EFF31D10
SRR3125137,2017-01-14 00:00:00,2016-01-27 16:11:48,168492,42291492,0,251,29,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR3125137/SRR3125137.1,SRX1545054,,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP065085,PRJNA299413,,299413,SRS1262153,SAMN04212017,simple,496922,coral metagenome,713LK71,,,,,,,no,,,,,UNIVERSITY OF GEORGIA,SRA334709,,public,613754B33228C81EEBC5CE905204A2F0,A0619C9DA9AA169558C707BD118A0292
